Year,State,Male_Electors,Female_Electors,Total_Electors,Male_Voters,Female_Voters,Total_Voters
2009,TAMIL NADU,508808,484950,993758,399100,341757,740857
2009,TAMIL NADU,504407,498761,1003168,374307,334851,709158
2009,TAMIL NADU,591518,572263,1163781,441987,380579,822566
2009,TAMIL NADU,511106,506705,1017811,402979,366324,769303
2009,TAMIL NADU,542520,543176,1085696,416869,402991,819860
2009,TAMIL NADU,504199,508725,1012924,409776,413645,823421
2009,TAMIL NADU,533351,533842,1067193,370505,346949,717454
2009,TAMIL NADU,520054,528979,1049033,408907,420503,829410
2009,TAMIL NADU,499748,486282,986030,379306,369694,749000
2009,TAMIL NADU,566700,560128,1126828,430489,438125,868614
2009,TAMIL NADU,550859,540660,1091519,404499,394028,798527
2009,TAMIL NADU,494189,488163,982352,375774,386026,761800
2009,TAMIL NADU,523274,530844,1054118,392762,414105,806867
2009,TAMIL NADU,534518,557920,1092438,362834,411740,774574
2009,TAMIL NADU,511131,511290,1022421,392664,398237,790901
2009,TAMIL NADU,536631,538300,1074931,402830,397532,800362
2009,TAMIL NADU,491317,500734,992051,380839,385403,766242
2009,TAMIL NADU,560074,573317,1133391,364948,410513,775461
2009,TAMIL NADU,465657,483496,949153,327986,327969,655955
2009,TAMIL NADU,530196,533418,1063614,371665,372598,744263
2009,TAMIL NADU,525032,534655,1059687,353715,346115,699830
2009,TAMIL NADU,598835,579212,1178047,378584,386702,765286
2009,TRIPURA,560589,533210,1093799,492925,439382,932307
2009,TRIPURA,505117,483349,988466,417465,399492,816957
2009,UTTAR PRADESH,708426,589706,1298132,469026,352092,821118
2009,UTTAR PRADESH,704937,577614,1282551,420798,304884,725682
2009,UTTAR PRADESH,751324,618793,1370117,433141,312635,745776
2009,UTTAR PRADESH,704063,583007,1287070,408557,299288,707845
2009,UTTAR PRADESH,650927,545639,1196566,358440,284712,643152
2009,UTTAR PRADESH,753978,634547,1388525,444468,316202,760670
2009,UTTAR PRADESH,622769,531775,1154544,361161,245012,606173
2009,UTTAR PRADESH,704630,586180,1290810,411332,270407,681739
2009,UTTAR PRADESH,641735,532180,1173915,405390,300678,706068
2009,UTTAR PRADESH,822518,686270,1508788,428625,298934,727559
2009,UTTAR PRADESH,724332,556270,1280602,378194,235445,613639
2009,UTTAR PRADESH,1037889,793799,1831688,497410,332083,829493
2009,UTTAR PRADESH,845201,677196,1522397,440833,298143,738976
2009,UTTAR PRADESH,810237,672512,1482749,390128,278173,668301
2009,UTTAR PRADESH,744060,601291,1345351,406263,284313,690576
2009,UTTAR PRADESH,799816,637909,1437725,394783,253609,648392
2009,UTTAR PRADESH,747923,593726,1341649,435503,290692,726195
2009,UTTAR PRADESH,856239,683444,1539683,402854,242500,645354
2009,UTTAR PRADESH,748440,597302,1345742,422824,269430,692254
2009,UTTAR PRADESH,782455,639788,1422243,419821,265066,684887
2009,UTTAR PRADESH,777894,621365,1399259,422566,269849,692415
2009,UTTAR PRADESH,708523,569772,1278295,350268,217743,568011
2009,UTTAR PRADESH,777613,628082,1405695,440259,296919,737178
2009,UTTAR PRADESH,732112,578766,1310878,426944,277964,704908
2009,UTTAR PRADESH,762856,638567,1401423,417125,288447,705572
2009,UTTAR PRADESH,711285,598722,1310007,486534,351312,837846
2009,UTTAR PRADESH,901662,726302,1627964,497420,295080,792500
2009,UTTAR PRADESH,701928,595160,1297088,427094,280938,708032
2009,UTTAR PRADESH,689539,580045,1269584,459732,299862,759594
2009,UTTAR PRADESH,662574,567504,1230078,419913,284999,704912
2009,UTTAR PRADESH,783764,633185,1416949,370515,203552,574067
2009,UTTAR PRADESH,808409,656361,1464770,381062,226467,607529
2009,UTTAR PRADESH,998067,820913,1818980,529413,375079,904492
2009,UTTAR PRADESH,804961,695276,1500237,419293,275665,694958
2009,UTTAR PRADESH,889363,763760,1653123,355324,228544,583868
2009,UTTAR PRADESH,733646,645861,1379507,364940,301644,666584
2009,UTTAR PRADESH,752483,679304,1431787,354959,291683,646642
2009,UTTAR PRADESH,764314,666641,1430955,377507,330345,707852
2009,UTTAR PRADESH,768492,666667,1435159,336624,304353,640977
2009,UTTAR PRADESH,722293,583921,1306214,380234,230653,610887
2009,UTTAR PRADESH,787625,629242,1416867,386777,251072,637849
2009,UTTAR PRADESH,835884,668392,1504276,450267,291661,741928
2009,UTTAR PRADESH,772391,617664,1390055,325105,187691,512796
2009,UTTAR PRADESH,809180,651870,1461050,392238,245184,637422
2009,UTTAR PRADESH,922864,762124,1684988,481017,316613,797630
2009,UTTAR PRADESH,835184,726898,1562082,509705,352154,861859
2009,UTTAR PRADESH,829115,669725,1498840,436156,289294,725450
2009,UTTAR PRADESH,767282,618983,1386265,360208,259552,619760
2009,UTTAR PRADESH,844959,691662,1536621,406434,287945,694379
2009,UTTAR PRADESH,754584,636728,1391312,310262,240728,550990
2009,UTTAR PRADESH,790076,636374,1426450,327386,224674,552060
2009,UTTAR PRADESH,695323,572169,1267492,324238,225916,550154
2009,UTTAR PRADESH,768296,653922,1422218,450933,292597,743530
2009,UTTAR PRADESH,803428,696732,1500160,422892,326178,749070
2009,UTTAR PRADESH,798620,696218,1494838,433340,377998,811338
2009,UTTAR PRADESH,676592,570231,1246823,324862,187838,512700
2009,UTTAR PRADESH,748285,627982,1376267,346589,219031,565620
2009,UTTAR PRADESH,773243,632641,1405884,376868,228518,605386
2009,UTTAR PRADESH,728955,612500,1341455,353914,252143,606057
2009,UTTAR PRADESH,813533,686146,1499679,390665,347026,737691
2009,UTTAR PRADESH,866936,703721,1570657,424468,349092,773560
2009,UTTAR PRADESH,922621,771832,1694453,422490,378827,801317
2009,UTTAR PRADESH,811525,697642,1509167,447501,392068,839569
2009,UTTAR PRADESH,945962,750512,1696474,421560,329381,750941
2009,UTTAR PRADESH,779362,658901,1438263,392827,338448,731275
2009,UTTAR PRADESH,860223,720522,1580745,387305,330256,717561
2009,UTTAR PRADESH,911720,751928,1663648,349383,300561,649944
2009,UTTAR PRADESH,810708,698828,1509536,333613,324303,657916
2009,UTTAR PRADESH,853748,725106,1578854,373406,330812,704218
2009,UTTAR PRADESH,909640,783591,1693231,415215,350414,765629
2009,UTTAR PRADESH,872801,748335,1621136,349535,286752,636287
2009,UTTAR PRADESH,922795,756234,1679029,388247,289215,677462
2009,UTTAR PRADESH,896528,765599,1662127,396108,367876,763984
2009,UTTAR PRADESH,935295,815779,1751074,363667,354137,717804
2009,UTTAR PRADESH,817013,710710,1527723,416711,353521,770232
2009,UTTAR PRADESH,790196,656063,1446259,380209,290792,671001
2009,UTTAR PRADESH,867645,694209,1561854,398193,267028,665221
2009,UTTAR PRADESH,828824,690625,1519449,363955,295237,659192
2009,UTTAR PRADESH,760833,644706,1405539,411128,322206,733334
2009,UTTAR PRADESH,661029,553706,1214735,347120,251684,598804
2009,WEST BENGAL,700250,628836,1329086,587564,531509,1119073
2009,WEST BENGAL,640335,588966,1229301,483546,448895,932441
2009,WEST BENGAL,662777,589365,1252142,553888,475918,1029806
2009,WEST BENGAL,627640,587824,1215464,500015,464786,964801
2009,WEST BENGAL,583292,525090,1108382,465910,430177,896087
2009,WEST BENGAL,530001,480223,1010224,460821,412948,873769
2009,WEST BENGAL,573968,527128,1101096,472036,448106,920142
2009,WEST BENGAL,545742,506351,1052093,425273,402285,827558
2009,WEST BENGAL,561735,525319,1087054,480603,452937,933540
2009,WEST BENGAL,615127,564811,1179938,492070,458548,950618
2009,WEST BENGAL,622002,570897,1192899,548082,502034,1050116
2009,WEST BENGAL,643478,579604,1223082,547191,496816,1044007
2009,WEST BENGAL,697070,632366,1329436,595948,549404,1145352
2009,WEST BENGAL,651105,595874,1246979,591251,486395,1077646
2009,WEST BENGAL,593074,488163,1081237,480909,388025,868934
2009,WEST BENGAL,634376,577844,1212220,522427,452031,974458
2009,WEST BENGAL,640075,586579,1226654,548825,475183,1024008
2009,WEST BENGAL,633502,565077,1198579,557835,480031,1037866
2009,WEST BENGAL,593804,549836,1143640,491833,423925,915758
2009,WEST BENGAL,635482,591894,1227376,548728,499311,1048039
2009,WEST BENGAL,693025,609373,1302398,582527,471092,1053619
2009,WEST BENGAL,684099,647438,1331537,574950,508653,1083603
2009,WEST BENGAL,821490,684148,1505638,556771,449070,1005841
2009,WEST BENGAL,790290,576357,1366647,511062,364794,875856
2009,WEST BENGAL,732018,612728,1344746,563342,430014,993356
2009,WEST BENGAL,660713,590877,1251590,540928,468774,1009702
2009,WEST BENGAL,735520,660050,1395570,583048,497635,1080683
2009,WEST BENGAL,726412,679272,1405684,608833,552351,1161184
2009,WEST BENGAL,715770,659607,1375377,609840,553218,1163058
2009,WEST BENGAL,659937,611293,1271230,591090,556715,1147805
2009,WEST BENGAL,646045,603730,1249775,577425,546485,1123910
2009,WEST BENGAL,695589,659272,1354861,595150,574178,1169328
2009,WEST BENGAL,632706,608868,1241574,499568,458340,957908
2009,WEST BENGAL,647619,615364,1262983,539262,501960,1041222
2009,WEST BENGAL,649056,608743,1257799,479667,423828,903495
2009,WEST BENGAL,660546,608017,1268563,525488,457844,983332
2009,WEST BENGAL,647069,590879,1237948,565571,488134,1053705
2009,WEST BENGAL,674311,615000,1289311,595629,528200,1123829
2009,WEST BENGAL,709424,643956,1353380,600921,532893,1133814
2009,WEST BENGAL,689404,560648,1250052,518216,375261,893477
2009,WEST BENGAL,675489,632241,1307730,569134,509283,1078417
2009,WEST BENGAL,636373,585520,1221893,541517,475474,1016991
2009,CHHATTISGARH,667665,639157,1306822,429491,375710,805201
2009,CHHATTISGARH,723360,709386,1432746,482629,453110,935739
2009,CHHATTISGARH,776245,742205,1518450,396783,340742,737525
2009,CHHATTISGARH,659741,616702,1276443,399910,345671,745581
2009,CHHATTISGARH,758281,714512,1472793,412221,357686,769907
2009,CHHATTISGARH,706213,704838,1411051,440273,390305,830578
2009,CHHATTISGARH,829756,790644,1620400,493738,411581,905319
2009,CHHATTISGARH,814782,764086,1578868,408694,332987,741681
2009,CHHATTISGARH,683692,685462,1369154,411564,364416,775980
2009,CHHATTISGARH,583406,609710,1193116,302915,261714,564629
2009,CHHATTISGARH,646647,650087,1296734,391377,349842,741219
2009,JHARKHAND,593964,574029,1167993,348263,296601,644864
2009,JHARKHAND,585882,542479,1128361,342539,278724,621263
2009,JHARKHAND,747548,664705,1412253,443804,354751,798555
2009,JHARKHAND,546122,491543,1037665,273933,200011,473944
2009,JHARKHAND,725749,664679,1390428,427425,353094,780519
2009,JHARKHAND,733063,613464,1346527,366682,252385,619067
2009,JHARKHAND,1006540,799935,1806475,452640,361441,814081
2009,JHARKHAND,870800,754348,1625148,421150,302946,724096
2009,JHARKHAND,725926,654353,1380279,394606,310957,705563
2009,JHARKHAND,484836,472570,957406,309954,271873,581827
2009,JHARKHAND,498491,482377,980868,272165,238160,510325
2009,JHARKHAND,506081,475585,981666,281511,242852,524363
2009,JHARKHAND,754804,662571,1417375,381609,269958,651567
2009,JHARKHAND,704361,597290,1301651,391629,299306,690935
2009,UTTARKHAND,603199,556492,1159691,314030,268055,582085
2009,UTTARKHAND,539652,552630,1092282,259894,264748,524642
2009,UTTARKHAND,518381,538998,1057379,248734,230195,478929
2009,UTTARKHAND,677609,606483,1284092,418821,334322,753143
2009,UTTARKHAND,698701,595579,1294280,443581,344006,787587
2009,ANDAMAN & NICOBAR ISLANDS,141149,123959,265108,91740,78359,170099
2009,CHANDIGARH,291666,232778,524444,192358,151176,343534
2009,DADRA & NAGAR HAVELI,81061,69643,150704,57746,52617,110363
2009,DAMAN & DIU,48357,47025,95382,32502,35522,68024
2009,NCT OF DELHI,783545,629990,1413535,450917,329465,780382
2009,NCT OF DELHI,931142,745916,1677058,508600,369793,878393
2009,NCT OF DELHI,892934,711861,1604795,491396,365994,857390
2009,NCT OF DELHI,767222,605924,1373146,437325,327534,764859
2009,NCT OF DELHI,1002670,795511,1798181,494908,362614,857522
2009,NCT OF DELHI,920206,767521,1687727,502003,382016,884019
2009,NCT OF DELHI,891156,651256,1542412,434776,296480,731256
2009,LAKSHADWEEP,23502,22481,45983,19721,19777,39498
2009,PUDUCHERRY,367073,395367,762440,293090,315383,608473
2014,ANDHRA PRADESH,687421,698717,1386138,518481,525482,1043963
2014,ANDHRA PRADESH,725765,699474,1425239,520741,500992,1021733
2014,ANDHRA PRADESH,777440,773291,1550731,550760,569382,1120142
2014,ANDHRA PRADESH,724523,771586,1496109,467172,559329,1026501
2014,ANDHRA PRADESH,717891,727389,1445280,546010,546798,1092808
2014,ANDHRA PRADESH,775560,760532,1536092,605044,583040,1188084
2014,ANDHRA PRADESH,1723261,1459417,3182678,877156,741285,1618441
2014,ANDHRA PRADESH,1012740,880779,1893519,546289,457397,1003686
2014,ANDHRA PRADESH,960480,862516,1822996,525811,445415,971226
2014,ANDHRA PRADESH,1153061,1031897,2184958,695012,617108,1312120
2014,ANDHRA PRADESH,713064,705447,1418511,509912,499391,1009303
2014,ANDHRA PRADESH,745050,732104,1477154,569056,537781,1106837
2014,ANDHRA PRADESH,746042,748256,1494298,597237,583448,1180685
2014,ANDHRA PRADESH,756965,735217,1492182,620408,588076,1208484
2014,ANDHRA PRADESH,771760,765862,1537622,590443,580206,1170649
2014,ANDHRA PRADESH,688341,698868,1387209,560443,560406,1120849
2014,ANDHRA PRADESH,712310,727861,1440171,586887,592349,1179236
2014,ANDHRA PRADESH,622101,650158,1272259,450038,456802,906840
2014,ANDHRA PRADESH,706347,707248,1413595,503114,543763,1046877
2014,ANDHRA PRADESH,700639,702984,1403623,554616,564891,1119507
2014,ANDHRA PRADESH,874909,847941,1722850,583232,576946,1160178
2014,ANDHRA PRADESH,689109,712301,1401410,561825,582294,1144119
2014,ANDHRA PRADESH,709103,709050,1418153,555263,538635,1093898
2014,ANDHRA PRADESH,682606,675208,1357814,565013,548900,1113913
2014,ANDHRA PRADESH,707152,714021,1421173,575432,574132,1149564
2014,ANDHRA PRADESH,652598,672304,1324902,536507,546670,1083177
2014,ANDHRA PRADESH,706952,720738,1427690,600526,594189,1194715
2014,ANDHRA PRADESH,675783,693423,1369206,564406,569695,1134101
2014,ANDHRA PRADESH,781179,783169,1564348,599506,589998,1189504
2014,ANDHRA PRADESH,773037,798804,1571841,613894,623668,1237562
2014,ANDHRA PRADESH,748474,766262,1514736,635270,640887,1276157
2014,ANDHRA PRADESH,686494,706353,1392847,583921,594010,1177931
2014,ANDHRA PRADESH,736216,733891,1470107,597957,599889,1197846
2014,ANDHRA PRADESH,783126,793585,1576711,601303,599288,1200591
2014,ANDHRA PRADESH,738832,742805,1481637,543424,519253,1062677
2014,ANDHRA PRADESH,775506,761243,1536749,612936,592912,1205848
2014,ANDHRA PRADESH,734674,711755,1446429,598591,572192,1170783
2014,ANDHRA PRADESH,764947,785380,1550327,583320,606195,1189515
2014,ANDHRA PRADESH,796823,809115,1605938,589353,590606,1179959
2014,ANDHRA PRADESH,778507,795485,1573992,602087,605328,1207415
2014,ANDHRA PRADESH,735613,752029,1487642,570991,582836,1153827
2014,ANDHRA PRADESH,723865,727853,1451718,595000,597153,1192153
2014,ARUNACHAL PRADESH,219415,227225,446640,155623,170663,326286
2014,ARUNACHAL PRADESH,160151,152553,312704,126888,128574,255462
2014,ASSAM,615198,550799,1165997,481673,404641,886314
2014,ASSAM,554540,505558,1060098,428972,370918,799890
2014,ASSAM,359058,343172,702230,279451,263869,543320
2014,ASSAM,797235,752931,1550166,709038,660085,1369123
2014,ASSAM,776151,729307,1505458,636473,587031,1223504
2014,ASSAM,755566,674622,1430188,634466,571414,1205880
2014,ASSAM,988067,934203,1922270,784535,727081,1511616
2014,ASSAM,791539,724137,1515676,651247,581802,1233049
2014,ASSAM,654866,604702,1259568,505481,475043,980524
2014,ASSAM,792425,731446,1523871,639499,590545,1230044
2014,ASSAM,752695,704524,1457219,605354,561208,1166562
2014,ASSAM,611283,578203,1189486,483784,447088,930872
2014,ASSAM,579658,544647,1124305,462187,428637,890824
2014,ASSAM,735340,695740,1431080,572467,539555,1112022
2014,BIHAR,786312,670236,1456548,484433,415396,899829
2014,BIHAR,769411,643703,1413114,469048,385593,854641
2014,BIHAR,779657,659560,1439217,442071,380577,822648
2014,BIHAR,792374,693355,1485729,433327,409336,842663
2014,BIHAR,832370,742498,1574868,448849,451628,900477
2014,BIHAR,878017,749809,1627826,413708,446640,860348
2014,BIHAR,895570,772835,1668405,450499,490640,941139
2014,BIHAR,797373,728185,1525558,468476,502044,970520
2014,BIHAR,843076,744212,1587288,492513,483291,975804
2014,BIHAR,762874,676103,1438977,471096,457126,928222
2014,BIHAR,769044,677392,1446436,495600,481934,977534
2014,BIHAR,826834,755758,1582592,511262,506106,1017368
2014,BIHAR,899152,826507,1725659,508782,525869,1034651
2014,BIHAR,797254,698177,1495431,407516,421741,829257
2014,BIHAR,830943,720390,1551333,490949,457916,948865
2014,BIHAR,841773,724500,1566273,480759,445167,925926
2014,BIHAR,871590,783212,1654802,444922,458639,903561
2014,BIHAR,841735,722100,1563835,443827,440178,884005
2014,BIHAR,874822,767218,1642040,420232,426095,846327
2014,BIHAR,832441,706266,1538707,450511,411954,862465
2014,BIHAR,895047,754452,1649499,478157,425876,904033
2014,BIHAR,764186,662004,1426190,433858,425047,858905
2014,BIHAR,802420,702007,1504427,430782,432401,863183
2014,BIHAR,949825,828874,1778699,545214,532151,1077365
2014,BIHAR,800786,705750,1506536,445941,450160,896101
2014,BIHAR,895185,790098,1685283,522417,451535,973952
2014,BIHAR,824924,724490,1549414,461297,438021,899318
2014,BIHAR,937897,782040,1719937,505931,408329,914260
2014,BIHAR,1036575,915392,1951967,503039,418609,921648
2014,BIHAR,1052278,893885,1946163,510480,369747,880227
2014,BIHAR,934086,801923,1736009,553018,423797,976815
2014,BIHAR,1016299,808210,1824509,517499,375555,893054
2014,BIHAR,877699,762929,1640628,494435,394512,888947
2014,BIHAR,859397,748291,1607688,448672,397016,845688
2014,BIHAR,849474,730224,1579698,457406,332394,789800
2014,BIHAR,751585,671629,1423214,445501,365502,811003
2014,BIHAR,825574,710533,1536107,429944,355719,785663
2014,BIHAR,799210,702311,1501521,442912,364010,806922
2014,BIHAR,897821,797019,1694840,478247,406136,884383
2014,BIHAR,828406,722499,1550905,415589,360008,775597
2014,GOA,255870,259571,515441,199489,205701,405190
2014,GOA,272438,272898,545336,195128,214329,409457
2014,GUJARAT,806343,727439,1533782,519100,423463,942563
2014,GUJARAT,796124,719587,1515711,511698,371518,883216
2014,GUJARAT,846195,782446,1628641,525799,423880,949679
2014,GUJARAT,777821,720375,1498196,541116,456612,997728
2014,GUJARAT,833521,782318,1615839,583583,502387,1085970
2014,GUJARAT,900744,833210,1733954,617164,511490,1128654
2014,GUJARAT,852765,749057,1601822,557279,422980,980259
2014,GUJARAT,800933,733462,1534395,531702,428771,960473
2014,GUJARAT,877745,778910,1656655,539246,399328,938574
2014,GUJARAT,864760,790949,1655709,590854,461740,1052594
2014,GUJARAT,807383,731833,1539216,468592,335821,804413
2014,GUJARAT,771003,699937,1470940,484080,364974,849054
2014,GUJARAT,772017,713524,1485541,513928,423553,937481
2014,GUJARAT,777662,708624,1486286,455668,349837,805505
2014,GUJARAT,834571,759936,1594507,516968,396013,912981
2014,GUJARAT,781118,715737,1496855,539236,427943,967179
2014,GUJARAT,833232,766227,1599459,540239,411083,951322
2014,GUJARAT,820230,756434,1576664,512435,414555,926990
2014,GUJARAT,712183,699578,1411761,466791,428519,895310
2014,GUJARAT,849077,789218,1638295,621926,533715,1155641
2014,GUJARAT,798160,738143,1536303,590131,504411,1094542
2014,GUJARAT,734862,682658,1417520,562549,493760,1056309
2014,GUJARAT,829648,784448,1614096,636398,567973,1204371
2014,GUJARAT,803829,680212,1484041,538576,407928,946504
2014,GUJARAT,972090,792480,1764570,644265,512736,1157001
2014,GUJARAT,775073,736988,1512061,580599,538185,1118784
2014,HARYANA,909641,782783,1692424,667712,551882,1219594
2014,HARYANA,807700,690759,1498459,618481,517170,1135651
2014,HARYANA,886303,774254,1660557,692765,586098,1278863
2014,HARYANA,825688,691918,1517606,637448,518049,1155497
2014,HARYANA,913321,771000,1684321,666729,526629,1193358
2014,HARYANA,777824,639364,1417188,551189,434412,985601
2014,HARYANA,850127,717381,1567508,578206,465772,1043978
2014,HARYANA,792166,681746,1473912,559428,470289,1029717
2014,HARYANA,984370,860536,1844906,727100,593187,1320287
2014,HARYANA,969407,770945,1740352,651241,479430,1130671
2014,HIMACHAL PRADESH,645888,612713,1258601,389575,408414,797989
2014,HIMACHAL PRADESH,587833,562575,1150408,377093,347977,725070
2014,HIMACHAL PRADESH,633572,614126,1247698,394620,438467,833087
2014,HIMACHAL PRADESH,607137,546225,1153362,403062,333715,736777
2014,JAMMU AND KASHMIR,624014,566724,1190738,256288,209691,465979
2014,JAMMU AND KASHMIR,631520,575702,1207222,178779,133429,312208
2014,JAMMU AND KASHMIR,685000,616104,1301104,211595,163643,375238
2014,JAMMU AND KASHMIR,86256,80503,166759,57162,60002,117164
2014,JAMMU AND KASHMIR,787637,681434,1469071,556791,484338,1041129
2014,JAMMU AND KASHMIR,977308,870834,1848142,665098,587601,1252699
2014,KARNATAKA,746023,696120,1442143,564052,506614,1070666
2014,KARNATAKA,807485,773259,1580744,569642,508074,1077716
2014,KARNATAKA,793354,775172,1568526,561494,517311,1078805
2014,KARNATAKA,847815,774643,1622458,521090,445637,966727
2014,KARNATAKA,878311,843454,1721765,522778,474347,997125
2014,KARNATAKA,835969,825327,1661296,501122,467391,968513
2014,KARNATAKA,839154,761738,1600892,508036,454615,962651
2014,KARNATAKA,770316,764694,1535010,526117,480597,1006714
2014,KARNATAKA,750789,737003,1487792,541905,503534,1045439
2014,KARNATAKA,807076,751596,1558672,594946,520512,1115458
2014,KARNATAKA,808768,769269,1578037,562867,477563,1040430
2014,KARNATAKA,742865,707704,1450569,521220,479217,1000437
2014,KARNATAKA,772126,750480,1522606,581109,533385,1114494
2014,KARNATAKA,778782,783379,1562161,572307,556790,1129097
2014,KARNATAKA,679285,707947,1387232,510562,522488,1033050
2014,KARNATAKA,789847,771551,1561398,585749,560755,1146504
2014,KARNATAKA,774454,790765,1565219,595446,611674,1207120
2014,KARNATAKA,844869,816317,1661186,572567,524303,1096870
2014,KARNATAKA,764561,753839,1518400,565126,535597,1100723
2014,KARNATAKA,839052,830121,1669173,604491,587306,1191797
2014,KARNATAKA,867893,855100,1722993,596311,561022,1157333
2014,KARNATAKA,789384,766336,1555720,585063,547426,1132489
2014,KARNATAKA,1135853,1054284,2190137,758651,696340,1454991
2014,KARNATAKA,1260356,1140751,2401107,720898,634569,1355467
2014,KARNATAKA,1010478,920679,1931157,573657,500273,1073930
2014,KARNATAKA,1050737,947667,1998404,596688,516207,1112895
2014,KARNATAKA,843790,814500,1658290,652727,608718,1261445
2014,KARNATAKA,755450,737386,1492836,581924,544042,1125966
2014,KERALA,595047,648683,1243730,459280,514333,973613
2014,KERALA,548454,621812,1170266,438891,506993,945884
2014,KERALA,561168,621336,1182504,436972,520810,957782
2014,KERALA,614822,634598,1249420,454055,460171,914226
2014,KERALA,571709,610775,1182484,456299,484028,940327
2014,KERALA,598207,600237,1198444,415672,437264,852936
2014,KERALA,574106,606683,1180789,405012,466307,871319
2014,KERALA,587366,621360,1208726,444249,465167,909416
2014,KERALA,591950,624401,1216351,452923,474384,927307
2014,KERALA,606518,668770,1275288,433933,485624,919557
2014,KERALA,565083,585414,1150497,437197,446915,884112
2014,KERALA,565836,590656,1156492,428604,421361,849965
2014,KERALA,578849,579886,1158735,424879,394103,818982
2014,KERALA,573572,587893,1161465,426604,404356,830960
2014,KERALA,611877,659447,1271324,477034,517975,995009
2014,KERALA,592702,659966,1252668,416193,470987,887180
2014,KERALA,631495,692411,1323906,425887,444099,869986
2014,KERALA,575296,644119,1219415,406898,469024,875922
2014,KERALA,575780,675618,1251398,394491,462016,856507
2014,KERALA,614438,658310,1272748,433243,437404,870647
2014,MADHYA PRADESH,938787,763635,1702422,538721,315516,854237
2014,MADHYA PRADESH,892173,707938,1600111,469662,259501,729163
2014,MADHYA PRADESH,1023937,852908,1876845,594606,395609,990215
2014,MADHYA PRADESH,857327,748265,1605592,580802,394613,975415
2014,MADHYA PRADESH,815511,704754,1520265,536897,354866,891763
2014,MADHYA PRADESH,820670,708167,1528837,466852,299542,766394
2014,MADHYA PRADESH,882818,768760,1651578,558821,354514,913335
2014,MADHYA PRADESH,907340,795472,1702812,517233,357041,874274
2014,MADHYA PRADESH,772234,686123,1458357,499873,413407,913280
2014,MADHYA PRADESH,821800,722919,1544719,457628,372259,829887
2014,MADHYA PRADESH,915799,820208,1736007,547499,441120,988619
2014,MADHYA PRADESH,806746,754219,1560965,527809,440179,967988
2014,MADHYA PRADESH,898045,813502,1711547,558905,443227,1002132
2014,MADHYA PRADESH,926166,898514,1824680,641219,575693,1216912
2014,MADHYA PRADESH,822670,807049,1629719,570388,540968,1111356
2014,MADHYA PRADESH,722052,679956,1402008,584697,522618,1107315
2014,MADHYA PRADESH,835566,732614,1568180,593375,436990,1030365
2014,MADHYA PRADESH,872100,761915,1634015,619102,453345,1072447
2014,MADHYA PRADESH,1039153,918021,1957174,639634,490428,1130062
2014,MADHYA PRADESH,827021,751717,1578738,597753,412196,1009949
2014,MADHYA PRADESH,843528,773563,1617091,653540,489442,1142982
2014,MADHYA PRADESH,790889,734560,1525449,571019,444831,1015850
2014,MADHYA PRADESH,838141,788383,1626524,639978,520386,1160364
2014,MADHYA PRADESH,860924,841625,1702549,569214,511452,1080666
2014,MADHYA PRADESH,858093,810302,1668395,586698,489232,1075930
2014,MADHYA PRADESH,1106595,1008635,2115230,736204,579670,1315874
2014,MADHYA PRADESH,866905,836341,1703246,613926,537792,1151718
2014,MADHYA PRADESH,912764,846610,1759374,677300,578287,1255587
2014,MADHYA PRADESH,836846,770954,1607800,573928,473282,1047210
2014,MAHARASHTRA,852313,820622,1672935,583431,530953,1114384
2014,MAHARASHTRA,879332,796027,1675359,540775,438455,979230
2014,MAHARASHTRA,909058,798886,1707944,550503,439312,989815
2014,MAHARASHTRA,842701,750674,1593375,555229,455617,1010846
2014,MAHARASHTRA,844789,750643,1595432,535827,442565,978392
2014,MAHARASHTRA,882014,790609,1672623,543956,433633,977589
2014,MAHARASHTRA,848217,764503,1612720,554649,446414,1001063
2014,MAHARASHTRA,817514,747024,1564538,553504,458674,1012178
2014,MAHARASHTRA,887228,790024,1677252,576271,473007,1049278
2014,MAHARASHTRA,980485,920265,1900750,578754,504850,1083604
2014,MAHARASHTRA,841257,814592,1655849,615597,580693,1196290
2014,MAHARASHTRA,752751,715686,1468437,537674,489980,1027654
2014,MAHARASHTRA,921095,832595,1753690,602269,506480,1108749
2014,MAHARASHTRA,921276,834010,1755286,564176,467163,1031339
2014,MAHARASHTRA,839540,746644,1586184,575663,473420,1049083
2014,MAHARASHTRA,878520,808528,1687048,548032,462233,1010265
2014,MAHARASHTRA,945901,857880,1803781,637677,523946,1161623
2014,MAHARASHTRA,866612,745444,1612056,595979,469547,1065526
2014,MAHARASHTRA,846011,743384,1589395,554458,428022,982480
2014,MAHARASHTRA,808116,722062,1530178,546617,422882,969499
2014,MAHARASHTRA,850699,743058,1593757,523318,412087,935405
2014,MAHARASHTRA,830398,747673,1578071,531904,460337,992241
2014,MAHARASHTRA,945521,751031,1696552,502705,372339,875044
2014,MAHARASHTRA,1044943,876995,1921938,472077,352517,824594
2014,MAHARASHTRA,1141737,931467,2073204,590956,462684,1053640
2014,MAHARASHTRA,972753,811110,1783863,527247,418394,945641
2014,MAHARASHTRA,986704,788712,1775416,504202,393043,897245
2014,MAHARASHTRA,923016,745254,1668270,485677,375903,861580
2014,MAHARASHTRA,967468,769592,1737060,472010,372857,844867
2014,MAHARASHTRA,793802,654025,1447827,424310,343790,768100
