Year,State,Male_Electors,Female_Electors,Total_Electors,Male_Voters,Female_Voters,Total_Voters
2004,UTTAR PRADESH,623458,505061,1128519,383131,203934,587065
2004,UTTAR PRADESH,719455,586433,1305888,367745,163560,531305
2004,UTTAR PRADESH,781396,649317,1430713,405520,237155,642675
2004,UTTAR PRADESH,709749,567597,1277346,384840,217015,601855
2004,UTTAR PRADESH,666239,546744,1212983,318809,173267,492076
2004,UTTAR PRADESH,731762,609492,1341254,390055,243445,633500
2004,UTTAR PRADESH,797234,660594,1457828,378456,222704,601160
2004,UTTAR PRADESH,665470,560671,1226141,403107,282121,685228
2004,UTTAR PRADESH,998543,808287,1806830,487952,311711,799663
2004,UTTAR PRADESH,723093,606881,1329974,432430,265041,697471
2004,UTTAR PRADESH,887531,682843,1570374,441873,214991,656864
2004,UTTAR PRADESH,829817,691961,1521778,516961,345426,862387
2004,UTTAR PRADESH,673109,547720,1220829,484113,332587,816700
2004,UTTAR PRADESH,846308,719827,1566135,565836,424561,990397
2004,WEST BENGAL,597710,551224,1148934,496173,451208,947381
2004,WEST BENGAL,546690,498352,1045042,441365,395892,837257
2004,WEST BENGAL,586142,518642,1104784,481434,403537,884971
2004,WEST BENGAL,648990,600248,1249238,468651,417647,886298
2004,WEST BENGAL,596765,550525,1147290,480398,433239,913637
2004,WEST BENGAL,590331,539038,1129369,496257,424551,920808
2004,WEST BENGAL,559574,528837,1088411,434969,409063,844032
2004,WEST BENGAL,551546,530605,1082151,450733,430515,881248
2004,WEST BENGAL,619686,577484,1197170,519296,484173,1003469
2004,WEST BENGAL,624346,596156,1220502,513732,473648,987380
2004,WEST BENGAL,589512,527929,1117441,495945,428359,924304
2004,WEST BENGAL,730239,659247,1389486,623343,548324,1171667
2004,WEST BENGAL,730680,657337,1388017,614246,534416,1148662
2004,WEST BENGAL,578151,528978,1107129,487274,418729,906003
2004,WEST BENGAL,579957,556902,1136859,435051,371698,806749
2004,WEST BENGAL,566256,547095,1113351,515757,389658,905415
2004,WEST BENGAL,586900,516046,1102946,464404,371071,835475
2004,WEST BENGAL,715799,639147,1354946,512681,507094,1019775
2004,WEST BENGAL,543689,437319,981008,453028,339443,792471
2004,WEST BENGAL,816225,727480,1543705,683890,561175,1245065
2004,WEST BENGAL,376542,232662,609204,225180,134462,359642
2004,WEST BENGAL,463604,340249,803853,335633,232141,567774
2004,WEST BENGAL,593299,503410,1096709,423849,346979,770828
2004,WEST BENGAL,686588,553839,1240427,528910,380336,909246
2004,WEST BENGAL,583133,546540,1129673,454161,394925,849086
2004,WEST BENGAL,675969,609429,1285398,509651,433240,942891
2004,WEST BENGAL,598487,563196,1161683,488205,431478,919683
2004,WEST BENGAL,606634,580976,1187610,511876,449310,961186
2004,WEST BENGAL,535316,525870,1061186,444509,426940,871449
2004,WEST BENGAL,609418,576363,1185781,531920,498928,1030848
2004,WEST BENGAL,551761,529341,1081102,472421,449213,921634
2004,WEST BENGAL,586858,566029,1152887,472364,432844,905208
2004,WEST BENGAL,520137,509359,1029496,420174,372925,793099
2004,WEST BENGAL,504207,488231,992438,372603,321846,694449
2004,WEST BENGAL,527499,492547,1020046,380107,311851,691958
2004,WEST BENGAL,535866,516986,1052852,426099,377261,803360
2004,WEST BENGAL,605273,545666,1150939,469041,375736,844777
2004,WEST BENGAL,602894,489247,1092141,427444,297346,724790
2004,WEST BENGAL,622341,599479,1221820,526796,467207,994003
2004,WEST BENGAL,600234,569291,1169525,507544,456145,963689
2004,WEST BENGAL,525795,509217,1035012,414061,353634,767695
2004,WEST BENGAL,527046,502824,1029870,393377,328183,721560
2004,CHHATTISGARH,707640,679843,1387483,402391,274089,676480
2004,CHHATTISGARH,520609,518025,1038634,349543,298747,648290
2004,CHHATTISGARH,702929,671489,1374418,408453,308897,717350
2004,CHHATTISGARH,718155,693631,1411786,369267,252037,621304
2004,CHHATTISGARH,597660,593729,1191389,333001,254743,587744
2004,CHHATTISGARH,699764,670478,1370242,391155,298272,689427
2004,CHHATTISGARH,579623,589796,1169419,415789,354810,770599
2004,CHHATTISGARH,570195,581933,1152128,315768,237427,553195
2004,CHHATTISGARH,507521,531921,1039442,265351,185066,450417
2004,CHHATTISGARH,745723,717160,1462883,428212,333111,761323
2004,CHHATTISGARH,554923,566695,1121618,360817,303628,664445
2004,JHARKHAND,551677,520363,1072040,379758,311358,691116
2004,JHARKHAND,569239,513961,1083200,371129,253914,625043
2004,JHARKHAND,712584,626355,1338939,487229,344108,831337
2004,JHARKHAND,515592,462772,978364,266497,168991,435488
2004,JHARKHAND,691424,634310,1325734,477726,347971,825697
2004,JHARKHAND,716025,596666,1312691,443760,270611,714371
2004,JHARKHAND,980265,769191,1749456,593588,348127,941715
2004,JHARKHAND,733418,645761,1379179,425539,270803,696342
2004,JHARKHAND,726341,645784,1372125,445775,330733,776508
2004,JHARKHAND,463556,456172,919728,292550,227605,520155
2004,JHARKHAND,470507,434339,904846,276284,214488,490772
2004,JHARKHAND,468653,438013,906666,271360,195976,467336
2004,JHARKHAND,678391,610922,1289313,397464,244060,641524
2004,JHARKHAND,636492,543566,1180058,432397,273041,705438
2004,UTTARAKHAND,665321,627133,1292454,315932,245278,561210
2004,UTTARAKHAND,530181,551118,1081299,254634,244912,499546
2004,UTTARAKHAND,481969,530787,1012756,257835,246921,504756
2004,UTTARAKHAND,667409,594279,1261688,357571,258989,616560
2004,UTTARAKHAND,493324,421116,914440,284524,201817,486341
2004,ANDAMAN & NICOBAR ISLANDS,131502,110143,241645,83520,70284,153804
2004,CHANDIGARH,292438,235246,527684,151932,117886,269818
2004,DADRA & NAGAR HAVELI,65059,57622,122681,43795,40904,84699
2004,DAMAN & DIU,39595,39637,79232,25839,29751,55590
2004,NCT OF DELHI,257765,197349,455114,117447,85479,202926
2004,NCT OF DELHI,563419,455443,1018862,273815,205056,478871
2004,NCT OF DELHI,1911438,1456961,3368399,918029,635784,1553813
2004,NCT OF DELHI,1482389,1124200,2606589,708186,482698,1190884
2004,NCT OF DELHI,185157,152305,337462,106325,72678,179003
2004,NCT OF DELHI,261805,210008,471813,155839,115713,271552
2004,NCT OF DELHI,291952,213284,505236,148648,100536,249184
2004,LAKSHADWEEP,19880,19153,39033,15698,16122,31820
2004,PUDUCHERRY,310658,326009,636667,240114,244202,484316
2009,ANDHRA PRADESH,553276,577935,1131211,426628,436702,863330
2009,ANDHRA PRADESH,665931,649711,1315642,457232,445505,902737
2009,ANDHRA PRADESH,750230,745981,1496211,483062,502778,985840
2009,ANDHRA PRADESH,620331,712940,1333271,412357,474706,887063
2009,ANDHRA PRADESH,663377,696189,1359566,503730,509631,1013361
2009,ANDHRA PRADESH,688872,700849,1389721,530855,525384,1056239
2009,ANDHRA PRADESH,1232042,1111008,2343050,650733,554328,1205061
2009,ANDHRA PRADESH,820210,754608,1574818,465807,398461,864268
2009,ANDHRA PRADESH,713185,680057,1393242,388858,342190,731048
2009,ANDHRA PRADESH,860583,821081,1681664,576888,507208,1084096
2009,ANDHRA PRADESH,672615,696253,1368868,463997,460541,924538
2009,ANDHRA PRADESH,723606,736878,1460484,523043,498919,1021962
2009,ANDHRA PRADESH,720289,734727,1455016,544783,528438,1073221
2009,ANDHRA PRADESH,743549,734842,1478391,578336,547142,1125478
2009,ANDHRA PRADESH,745451,741166,1486617,522672,506209,1028881
2009,ANDHRA PRADESH,622763,642633,1265396,495996,498535,994531
2009,ANDHRA PRADESH,622897,636918,1259815,511629,517445,1029074
2009,ANDHRA PRADESH,569558,612956,1182514,393733,394532,788265
2009,ANDHRA PRADESH,593164,632961,1226125,432881,481473,914354
2009,ANDHRA PRADESH,648660,674578,1323238,500803,514440,1015243
2009,ANDHRA PRADESH,694305,693177,1387482,503029,505248,1008277
2009,ANDHRA PRADESH,645358,686337,1331695,511085,532462,1043547
2009,ANDHRA PRADESH,625643,639451,1265094,488602,473269,961871
2009,ANDHRA PRADESH,631884,643403,1275287,523627,496732,1020359
2009,ANDHRA PRADESH,620109,640865,1260974,504751,508816,1013567
2009,ANDHRA PRADESH,567321,605817,1173138,479594,505752,985346
2009,ANDHRA PRADESH,626309,649266,1275575,533582,539881,1073463
2009,ANDHRA PRADESH,610668,640385,1251053,513085,525756,1038841
2009,ANDHRA PRADESH,693391,708924,1402315,542392,541687,1084079
2009,ANDHRA PRADESH,670591,694586,1365177,517772,521498,1039270
2009,ANDHRA PRADESH,666307,694124,1360431,540727,536360,1077087
2009,ANDHRA PRADESH,645077,676530,1321607,512741,526478,1039219
2009,ANDHRA PRADESH,678033,697525,1375558,504746,509530,1014276
2009,ANDHRA PRADESH,668917,689794,1358711,499884,493100,992984
2009,ANDHRA PRADESH,644185,663127,1307312,441813,427162,868975
2009,ANDHRA PRADESH,706671,704789,1411460,508872,487516,996388
2009,ANDHRA PRADESH,694982,682628,1377610,526500,496166,1022666
2009,ANDHRA PRADESH,655340,692376,1347716,497845,522288,1020133
2009,ANDHRA PRADESH,712629,738309,1450938,495198,502627,997825
2009,ANDHRA PRADESH,720141,744755,1464896,528737,528847,1057584
2009,ANDHRA PRADESH,638747,672702,1311449,494626,497166,991792
2009,ANDHRA PRADESH,637644,654277,1291921,519083,522944,1042027
2009,ARUNACHAL PRADESH,215516,217852,433368,143218,142484,285702
2009,ARUNACHAL PRADESH,154148,147025,301173,112127,102800,214927
2009,ASSAM,562597,506214,1068811,394740,290305,685045
2009,ASSAM,514337,464173,978510,384646,303828,688474
2009,ASSAM,356252,337155,693407,253011,227954,480965
2009,ASSAM,704869,667080,1371949,546295,500622,1046917
2009,ASSAM,707603,670234,1377837,545011,469496,1014507
2009,ASSAM,657292,582315,1239607,484829,415211,900040
2009,ASSAM,890882,832978,1723860,593862,517174,1111036
2009,ASSAM,734691,681991,1416682,537942,451430,989372
2009,ASSAM,624154,585978,1210132,442378,400128,842506
2009,ASSAM,726396,684935,1411331,522876,476737,999613
2009,ASSAM,690698,657673,1348371,507761,451967,959728
2009,ASSAM,605285,577064,1182349,410091,351671,761762
2009,ASSAM,574337,540628,1114965,402751,346925,749676
2009,ASSAM,681702,650816,1332518,480904,429375,910279
2009,BIHAR,690155,585498,1275653,339692,259701,599393
2009,BIHAR,658427,562441,1220868,312993,202471,515464
2009,BIHAR,640901,546363,1187264,288537,193557,482094
2009,BIHAR,677666,591390,1269056,315132,257880,573012
2009,BIHAR,718861,636956,1355817,313969,262755,576724
2009,BIHAR,755812,641444,1397256,283266,273270,556536
2009,BIHAR,757310,661667,1418977,320132,287701,607833
2009,BIHAR,672904,606645,1279549,350584,347052,697636
2009,BIHAR,689715,621510,1311225,387496,342957,730453
2009,BIHAR,624429,561940,1186369,342938,283976,626914
2009,BIHAR,675944,596825,1272769,380393,344269,724662
2009,BIHAR,688182,617214,1305396,372798,331840,704638
2009,BIHAR,790185,718176,1508361,393278,363154,756432
2009,BIHAR,705273,601794,1307067,287291,258409,545700
2009,BIHAR,717235,622714,1339949,322168,299579,621747
2009,BIHAR,681119,597772,1278891,382833,241997,624830
2009,BIHAR,729998,619074,1349072,277973,226629,504602
2009,BIHAR,695849,586631,1282480,332227,309351,641578
2009,BIHAR,693365,618854,1312219,305348,294288,599636
2009,BIHAR,687733,580605,1268338,313662,267417,581079
2009,BIHAR,719328,607747,1327075,300020,255069,555089
2009,BIHAR,657230,572097,1229327,294785,269340,564125
2009,BIHAR,702480,610468,1312948,307807,276895,584702
2009,BIHAR,785353,687910,1473263,371430,346660,718090
2009,BIHAR,712072,630898,1342970,324352,300618,624970
2009,BIHAR,774758,658588,1433346,360157,268906,629063
2009,BIHAR,716138,621887,1338025,353829,298379,652208
2009,BIHAR,849060,715544,1564604,385159,266402,651561
2009,BIHAR,915776,803727,1719503,334197,234004,568201
2009,BIHAR,909917,732059,1641976,345022,207271,552293
2009,BIHAR,817820,708421,1526241,376668,251511,628179
2009,BIHAR,855070,700052,1555122,346045,210234,556279
2009,BIHAR,732535,608357,1340892,371805,251756,623561
2009,BIHAR,750643,652146,1402789,358418,240613,599031
2009,BIHAR,748457,638177,1386634,355460,221166,576626
2009,BIHAR,680766,596146,1276912,347421,251756,599177
2009,BIHAR,738617,637706,1376323,355167,243117,598284
2009,BIHAR,705874,623318,1329192,331062,233116,564178
2009,BIHAR,745335,652177,1397512,311881,269694,581575
2009,BIHAR,752515,651501,1404016,304771,230481,535252
2009,GOA,244289,242694,486983,152273,139790,292063
2009,GOA,268186,265625,533811,138005,133692,271697
2009,GUJARAT,683838,641776,1325614,310999,252897,563896
2009,GUJARAT,669335,627536,1296871,372744,273427,646171
2009,GUJARAT,720986,696637,1417623,357266,275934,633200
2009,GUJARAT,704706,689264,1393970,378529,314749,693278
2009,GUJARAT,736952,715288,1452240,393228,324357,717585
2009,GUJARAT,799664,756045,1555709,440864,349505,790369
2009,GUJARAT,744345,667416,1411761,350975,246786,597761
2009,GUJARAT,742922,688158,1431080,390594,299456,690050
2009,GUJARAT,765928,709892,1475820,346618,239681,586299
2009,GUJARAT,755369,699703,1455072,378231,271173,649404
2009,GUJARAT,719638,666180,1385818,379852,280685,660537
2009,GUJARAT,670761,627838,1298599,344251,250324,594575
2009,GUJARAT,673765,639299,1313064,417497,342452,759949
2009,GUJARAT,675038,637695,1312733,310779,213897,524676
2009,GUJARAT,716544,665075,1381619,365718,258152,623870
2009,GUJARAT,718365,678797,1397162,384395,291978,676373
2009,GUJARAT,741272,707299,1448571,354054,248281,602335
2009,GUJARAT,733279,690106,1423385,345311,261664,606975
2009,GUJARAT,602973,591848,1194821,285308,249115,534423
2009,GUJARAT,786710,737350,1524060,421136,325921,747057
2009,GUJARAT,728753,683553,1412306,421598,343684,765282
2009,GUJARAT,675259,636280,1311539,405399,344018,749417
2009,GUJARAT,737958,702257,1440215,442696,389682,832378
2009,GUJARAT,786573,634396,1420969,409187,287162,696349
2009,GUJARAT,902783,720632,1623415,433741,323773,757514
2009,GUJARAT,704671,675574,1380245,408369,366028,774397
2009,HARYANA,691750,573157,1264907,481015,385446,866461
2009,HARYANA,637997,528687,1166684,482025,393379,875404
2009,HARYANA,706039,603468,1309507,533146,447745,980891
2009,HARYANA,653423,541266,1194689,457932,370269,828201
2009,HARYANA,670412,546565,1216977,460404,350542,810946
2009,HARYANA,608216,491762,1099978,404276,307784,712060
2009,HARYANA,695376,579596,1274972,468014,367524,835538
2009,HARYANA,646450,566063,1212513,460515,403603,864118
2009,HARYANA,664532,579905,1244437,419911,336413,756324
2009,HARYANA,616759,486287,1103046,368584,256337,624921
2009,HIMACHAL PRADESH,604496,595669,1200165,325470,336252,661722
2009,HIMACHAL PRADESH,566942,545582,1112524,362651,349565,712216
2009,HIMACHAL PRADESH,596432,590945,1187377,328646,368817,697463
2009,HIMACHAL PRADESH,580851,525757,1106608,336895,279663,616558
2009,JAMMU AND KASHMIR,550443,504053,1054496,262526,178708,441234
2009,JAMMU AND KASHMIR,576035,530694,1106729,171569,111222,282791
2009,JAMMU AND KASHMIR,611571,564652,1176223,197440,121286,318726
2009,JAMMU AND KASHMIR,77943,74548,152491,53907,54089,107996
2009,JAMMU AND KASHMIR,716625,646435,1363060,363635,247875,611510
2009,JAMMU AND KASHMIR,889091,830806,1719897,490462,352707,843169
2009,KARNATAKA,659813,624614,1284427,456535,410587,867122
2009,KARNATAKA,700056,678182,1378238,405542,348037,753579
2009,KARNATAKA,686339,677020,1363359,451012,408947,859959
2009,KARNATAKA,710822,662782,1373604,355571,294028,649599
2009,KARNATAKA,778102,765669,1543771,398102,361300,759402
2009,KARNATAKA,739046,747280,1486326,364055,318226,682281
2009,KARNATAKA,760212,710295,1470507,408137,370989,779126
2009,KARNATAKA,678825,684606,1363431,444028,311123,755151
2009,KARNATAKA,706799,694459,1401258,446585,414202,860787
2009,KARNATAKA,714075,657688,1371763,473355,398553,871908
2009,KARNATAKA,723069,688431,1411500,435915,361937,797852
2009,KARNATAKA,661530,625026,1286556,404343,355409,759752
2009,KARNATAKA,691034,653886,1344920,483112,424135,907247
2009,KARNATAKA,715272,720636,1435908,485666,468306,953972
2009,KARNATAKA,594765,629570,1224335,414409,419946,834355
2009,KARNATAKA,717405,699808,1417213,504636,475498,980134
2009,KARNATAKA,673121,691520,1364641,502963,512535,1015498
2009,KARNATAKA,779895,754274,1534169,447547,387635,835182
2009,KARNATAKA,705580,683193,1388773,472067,427464,899531
2009,KARNATAKA,757672,742072,1499744,530478,501535,1032013
2009,KARNATAKA,834826,819165,1653991,509336,463612,972948
2009,KARNATAKA,730258,703567,1433825,510400,463193,973593
2009,KARNATAKA,992687,911448,1904135,580674,521932,1102606
2009,KARNATAKA,1130292,1013799,2144091,540550,461035,1001585
2009,KARNATAKA,989902,911444,1901346,454771,392050,846821
2009,KARNATAKA,1071202,959828,2031030,494819,413803,908622
2009,KARNATAKA,734126,703029,1437155,514794,463533,978327
2009,KARNATAKA,679757,661166,1340923,483018,442968,925986
2009,KERALA,536633,577259,1113892,402963,443358,846321
2009,KERALA,501412,568313,1069725,402373,458995,861368
2009,KERALA,505692,565479,1071171,391476,467571,859047
2009,KERALA,543764,558333,1102097,413380,408764,822144
2009,KERALA,510361,543456,1053817,391822,402856,794678
2009,KERALA,501776,517937,1019713,368467,412962,781429
2009,KERALA,474227,522848,997075,354057,414405,768462
2009,KERALA,520104,554714,1074818,387058,401204,788262
2009,KERALA,534049,566794,1100843,408165,418722,826887
2009,KERALA,553223,620938,1174161,388456,426017,814473
2009,KERALA,529899,545491,1075390,398654,392431,791085
2009,KERALA,506121,516932,1023053,383502,360253,743755
2009,KERALA,538230,524619,1062849,409846,374671,784517
2009,KERALA,544665,550577,1095242,416066,389465,805531
2009,KERALA,550975,596187,1147162,434836,469615,904451
2009,KERALA,540469,602524,1142993,377487,423758,801245
2009,KERALA,577220,636150,1213370,393647,402216,795863
2009,KERALA,521619,587067,1108686,350050,399135,749185
2009,KERALA,496427,595005,1091432,334507,386227,720734
2009,KERALA,541715,580332,1122047,366760,368223,734983
2009,MADHYA PRADESH,738090,601807,1339897,454446,256163,710609
2009,MADHYA PRADESH,752205,612206,1364411,358381,165353,523734
2009,MADHYA PRADESH,781567,639161,1420728,373595,210279,583874
2009,MADHYA PRADESH,649826,552946,1202772,409299,239906,649205
2009,MADHYA PRADESH,648132,537034,1185166,370274,200016,570290
2009,MADHYA PRADESH,652116,557437,1209553,338075,186739,524814
2009,MADHYA PRADESH,732217,625768,1357985,390063,208830,598893
2009,MADHYA PRADESH,722631,626880,1349511,364410,218614,583024
2009,MADHYA PRADESH,639928,567572,1207500,373966,285295,659261
2009,MADHYA PRADESH,663224,585503,1248727,346551,256963,603514
2009,MADHYA PRADESH,713720,644571,1358291,393958,281720,675678
2009,MADHYA PRADESH,663395,608982,1272377,370953,258719,629672
2009,MADHYA PRADESH,771186,675159,1446345,378112,255378,633490
2009,MADHYA PRADESH,781686,746375,1528061,482315,376596,858911
2009,MADHYA PRADESH,686311,652928,1339239,415658,340488,756146
2009,MADHYA PRADESH,605865,548384,1154249,454997,374396,829393
2009,MADHYA PRADESH,700537,596867,1297404,433518,276427,709945
2009,MADHYA PRADESH,667491,565903,1233394,354479,201301,555780
2009,MADHYA PRADESH,779843,681871,1461714,388301,270101,658402
2009,MADHYA PRADESH,665195,595867,1261062,409396,239778,649174
2009,MADHYA PRADESH,681662,615651,1297313,468078,310078,778156
2009,MADHYA PRADESH,652518,601168,1253686,390950,276476,667426
2009,MADHYA PRADESH,712298,658769,1371067,450938,314240,765178
2009,MADHYA PRADESH,635540,616057,1251597,350560,286620,637180
2009,MADHYA PRADESH,616681,580491,1197172,373123,281327,654450
2009,MADHYA PRADESH,829643,740451,1570094,470344,326208,796552
2009,MADHYA PRADESH,650694,613084,1263778,420103,340224,760327
2009,MADHYA PRADESH,708942,646383,1355325,458224,354639,812863
2009,MADHYA PRADESH,679956,606805,1286761,377014,259518,636532
2009,MAHARASHTRA,726989,728554,1455543,407736,358283,766019
2009,MAHARASHTRA,808302,766923,1575225,375690,293423,669113
2009,MAHARASHTRA,804782,744609,1549391,373670,282664,656334
2009,MAHARASHTRA,735487,683204,1418691,400995,318827,719822
2009,MAHARASHTRA,721215,661521,1382736,469456,382884,852340
2009,MAHARASHTRA,768569,712037,1480606,418832,318781,737613
2009,MAHARASHTRA,746464,677391,1423855,420782,311563,732345
2009,MAHARASHTRA,734807,673974,1408781,437815,330717,768532
2009,MAHARASHTRA,786564,716336,1502900,437551,326681,764232
2009,MAHARASHTRA,903688,835232,1738920,421801,332908,754709
2009,MAHARASHTRA,734698,715779,1450477,537076,492228,1029304
2009,MAHARASHTRA,651543,633844,1285387,449107,386932,836039
2009,MAHARASHTRA,796156,740196,1536352,496493,401113,897606
2009,MAHARASHTRA,805904,748138,1554042,468477,370893,839370
2009,MAHARASHTRA,705606,664168,1369774,447849,369429,817278
2009,MAHARASHTRA,738996,700019,1439015,421303,352931,774234
2009,MAHARASHTRA,827635,782453,1610088,482644,388023,870667
2009,MAHARASHTRA,751156,675099,1426255,445572,351465,797037
2009,MAHARASHTRA,744932,673032,1417964,413505,317231,730736
2009,MAHARASHTRA,737206,695732,1432938,392365,289245,681610
2009,MAHARASHTRA,764374,684040,1448414,379328,278522,657850
2009,MAHARASHTRA,784317,738744,1523061,392920,339652,732572
2009,MAHARASHTRA,819720,663456,1483176,345177,239053,584230
2009,MAHARASHTRA,857032,731475,1588507,321209,223753,544962
2009,MAHARASHTRA,998792,808011,1806803,434477,315353,749830
2009,MAHARASHTRA,878801,730123,1608924,394980,290439,685419
2009,MAHARASHTRA,895802,709190,1604992,406264,300678,706942
2009,MAHARASHTRA,872651,700239,1572890,385255,282570,667825
2009,MAHARASHTRA,938949,743036,1681985,378476,286152,664628
2009,MAHARASHTRA,839691,676208,1515899,339857,258948,598805
2009,MAHARASHTRA,904733,685078,1589811,372670,269035,641705
2009,MAHARASHTRA,643257,716573,1359830,361143,404016,765159
2009,MAHARASHTRA,850972,753914,1604886,408267,308288,716555
2009,MAHARASHTRA,934194,872759,1806953,404964,329406,734370
2009,MAHARASHTRA,828776,764684,1593460,417889,314679,732568
2009,MAHARASHTRA,859730,770736,1630466,472045,365486,837531
2009,MAHARASHTRA,789897,728054,1517951,447419,339038,786457
2009,MAHARASHTRA,677888,640002,1317890,380177,283501,663678
2009,MAHARASHTRA,853842,783397,1637239,590386,483522,1073908
2009,MAHARASHTRA,845884,762968,1608852,509349,414799,924148
2009,MAHARASHTRA,792711,717276,1509987,454610,374496,829106
2009,MAHARASHTRA,825811,768327,1594138,410198,332794,742992
2009,MAHARASHTRA,803949,754493,1558442,499165,420545,919710
2009,MAHARASHTRA,762782,727789,1490571,417638,357224,774862
2009,MAHARASHTRA,776784,769362,1546146,427306,388953,816259
2009,MAHARASHTRA,582860,669395,1252255,348681,368905,717586
2009,MAHARASHTRA,801748,781282,1583030,542371,482515,1024886
2009,MAHARASHTRA,743516,715044,1458560,517992,458647,976639
2009,MANIPUR,391642,435113,826755,275869,307236,583105
2009,MANIPUR,444857,464639,909496,372664,383408,756072
2009,MEGHALAYA,374713,397252,771965,227813,252477,480290
2009,MEGHALAYA,254723,251051,505774,178719,163446,342165
2009,MIZORAM,311147,318227,629374,164910,154086,318996
2009,NAGALAND,676722,645156,1321878,613756,575635,1189391
2009,ODISSA,692776,627498,1320274,496739,422745,919484
2009,ODISSA,644683,604272,1248955,402150,363359,765509
2009,ODISSA,636315,596936,1233251,421435,378750,800185
2009,ODISSA,644748,620477,1265225,461231,429935,891166
2009,ODISSA,587297,586353,1173650,415810,407059,822869
2009,ODISSA,653078,616264,1269342,454618,437307,891925
2009,ODISSA,712608,659748,1372356,468343,460449,928792
2009,ODISSA,649248,577840,1227088,428984,387313,816297
2009,ODISSA,678590,605018,1283608,459785,396756,856541
2009,ODISSA,747159,696325,1443484,526830,484994,1011824
2009,ODISSA,712599,709360,1421959,573146,403752,976898
2009,ODISSA,602816,612837,1215653,408423,383381,791804
2009,ODISSA,539127,526152,1065279,373939,333451,707390
2009,ODISSA,686502,597074,1283576,422945,390411,813356
2009,ODISSA,757320,677105,1434425,507581,475421,983002
2009,ODISSA,764112,691294,1455406,510288,472957,983245
2009,ODISSA,694004,628813,1322817,475673,434399,910072
2009,ODISSA,799628,647374,1447002,389097,321857,710954
2009,ODISSA,674867,611327,1286194,366391,335455,701846
2009,ODISSA,609580,597972,1207552,358765,352367,711132
2009,ODISSA,588797,628971,1217768,382268,380501,762769
2009,PUNJAB,678996,639971,1318967,472099,461206,933305
2009,PUNJAB,650883,590216,1241099,437189,377334,814523
2009,PUNJAB,690115,650030,1340145,484603,461957,946560
2009,PUNJAB,687150,652692,1339842,455127,444268,899395
2009,PUNJAB,655891,643343,1299234,411963,431163,843126
2009,PUNJAB,694208,644388,1338596,459253,445835,905088
2009,PUNJAB,693114,616194,1309308,459278,387556,846834
2009,PUNJAB,634341,573215,1207556,447501,390638,838139
2009,PUNJAB,673701,614389,1288090,494056,437054,931110
2009,PUNJAB,700553,641935,1342488,510434,446246,956680
2009,PUNJAB,703949,632841,1336790,558337,490976,1049313
2009,PUNJAB,660913,590488,1251401,497091,433792,930883
2009,PUNJAB,705182,639682,1344864,498826,437145,935971
2009,RAJASTHAN,803392,688591,1491983,506493,402208,908701
2009,RAJASTHAN,739809,641394,1381203,339391,230196,569587
2009,RAJASTHAN,811007,721259,1532266,430374,371853,802227
2009,RAJASTHAN,759829,672752,1432581,321894,278844,600738
2009,RAJASTHAN,798057,709683,1507740,382200,341993,724193
2009,RAJASTHAN,767226,677723,1444949,387278,298992,686270
2009,RAJASTHAN,919441,765100,1684541,474345,338387,812732
2009,RAJASTHAN,734019,639365,1373384,436516,325228,761744
2009,RAJASTHAN,779002,658109,1437111,348253,211881,560134
2009,RAJASTHAN,710265,592931,1303196,315713,171299,487012
2009,RAJASTHAN,701192,614618,1315810,480145,360797,840942
2009,RAJASTHAN,800482,709565,1510047,463896,337860,801756
2009,RAJASTHAN,752594,702745,1455339,412875,358002,770877
2009,RAJASTHAN,775129,711178,1486307,334921,274224,609145
2009,RAJASTHAN,875476,807237,1682713,403369,317436,720805
2009,RAJASTHAN,800058,706763,1506821,392545,285342,677887
2009,RAJASTHAN,769256,672200,1441456,435499,348181,783680
2009,RAJASTHAN,800309,720648,1520957,338166,239185,577351
2009,RAJASTHAN,802433,761704,1564137,402414,355346,757760
2009,RAJASTHAN,741837,716143,1457980,388804,379968,768772
2009,RAJASTHAN,816968,784476,1601444,447377,346585,793962
2009,RAJASTHAN,764487,724744,1489231,319112,270805,589917
2009,RAJASTHAN,769317,723370,1492687,402004,351703,753707
2009,RAJASTHAN,792388,706583,1498971,404601,277047,681648
2009,RAJASTHAN,755388,691769,1447157,501559,370762,872321
2009,SIKKIM,157362,143222,300584,127201,118668,245869
2009,TAMIL NADU,605882,598327,1204209,447109,402138,849247
2009,TAMIL NADU,510120,506543,1016663,345637,314183,659820
2009,TAMIL NADU,584432,577630,1162062,369506,358586,728092
2009,TAMIL NADU,503372,497333,1000705,327732,282928,610660
2009,TAMIL NADU,610711,590526,1201237,426880,366717,793597
2009,TAMIL NADU,533143,527045,1060188,412383,374067,786450
2009,TAMIL NADU,549749,548858,1098607,432958,420303,853261
2009,TAMIL NADU,504595,505472,1010067,371402,352481,723883
2009,TAMIL NADU,519843,494915,1014758,395662,356903,752565
2009,TAMIL NADU,547052,522549,1069601,403123,374389,777512
2009,TAMIL NADU,527231,525356,1052587,419655,418826,838481
2009,TAMIL NADU,552876,544989,1097865,423272,416025,839297
2009,TAMIL NADU,541799,526372,1068171,408944,386742,795686
2009,TAMIL NADU,556360,549992,1106352,426277,425796,852073
2009,TAMIL NADU,596384,575455,1171839,467629,427287,894916
2009,TAMIL NADU,540515,535011,1075526,429463,415881,845344
2009,TAMIL NADU,507134,502945,1010079,402123,363821,765944
