State_Code,Constituency,Male_Electors,Female_Electors,Total_Electors,Male_Voters,Female_Voters,Total_Voters
S25,Kolkata Dakshin,821490,684148,1505638,556771,449070,1005841
S25,Kolkata Uttar,790290,576357,1366647,511062,364794,875856
S25,Howrah,732018,612728,1344746,563342,430014,993356
S25,Uluberia,660713,590877,1251590,540928,468774,1009702
S25,Srerampur,735520,660050,1395570,583048,497635,1080683
S25,Hooghly,726412,679272,1405684,608833,552351,1161184
S25,Arambagh,715770,659607,1375377,609840,553218,1163058
S25,Tamluk,659937,611293,1271230,591090,556715,1147805
S25,Kanthi,646045,603730,1249775,577425,546485,1123910
S25,Ghatal,695589,659272,1354861,595150,574178,1169328
S25,Jhargram,632706,608868,1241574,499568,458340,957908
S25,Medinipur,647619,615364,1262983,539262,501960,1041222
S25,Purulia,649056,608743,1257799,479667,423828,903495
S25,Bankura,660546,608017,1268563,525488,457844,983332
S25,Bishnupur,647069,590879,1237948,565571,488134,1053705
S25,Bardhaman Purba,674311,615000,1289311,595629,528200,1123829
S25,Burdwan - durgapur,709424,643956,1353380,600921,532893,1133814
S25,Asansol,689404,560648,1250052,518216,375261,893477
S25,Bolpur,675489,632241,1307730,569134,509283,1078417
S25,Birbhum,636373,585520,1221893,541517,475474,1016991
S26,SARGUJA,667665,639157,1306822,429491,375710,805201
S26,RAIGARH,723360,709386,1432746,482629,453110,935739
S26,JANJGIR-CHAMPA,776245,742205,1518450,396783,340742,737525
S26,KORBA,659741,616702,1276443,399910,345671,745581
S26,BILASPUR,758281,714512,1472793,412221,357686,769907
S26,RAJNANDGAON,706213,704838,1411051,440273,390305,830578
S26,DURG,829756,790644,1620400,493738,411581,905319
S26,RAIPUR,814782,764086,1578868,408694,332987,741681
S26,MAHASAMUND,683692,685462,1369154,411564,364416,775980
S26,BASTAR,583406,609710,1193116,302915,261714,564629
S26,KANKER,646647,650087,1296734,391377,349842,741219
S27,Rajmahal,593964,574029,1167993,348263,296601,644864
S27,Dumka,585882,542479,1128361,342539,278724,621263
S27,Godda,747548,664705,1412253,443804,354751,798555
S27,Chatra,546122,491543,1037665,273933,200011,473944
S27,Kodarma,725749,664679,1390428,427425,353094,780519
S27,Giridih,733063,613464,1346527,366682,252385,619067
S27,Dhanbad,1006540,799935,1806475,452640,361441,814081
S27,Ranchi,870800,754348,1625148,421150,302946,724096
S27,Jamshedpur,725926,654353,1380279,394606,310957,705563
S27,Singhbhum,484836,472570,957406,309954,271873,581827
S27,Khunti,498491,482377,980868,272165,238160,510325
S27,Lohardaga,506081,475585,981666,281511,242852,524363
S27,Palamau,754804,662571,1417375,381609,269958,651567
S27,Hazaribagh,704361,597290,1301651,391629,299306,690935
S28,Tehri Garhwal,603199,556492,1159691,314030,268055,582085
S28,Garhwal,539652,552630,1092282,259894,264748,524642
S28,Almora,518381,538998,1057379,248734,230195,478929
S28,Nainital-udhamsingh Nagar,677609,606483,1284092,418821,334322,753143
S28,Hardwar,698701,595579,1294280,443581,344006,787587
UNKNOWN,Andaman & nicobar islands,141149,123959,265108,91740,78359,170099
UNKNOWN,Chandigarh,291666,232778,524444,192358,151176,343534
UNKNOWN,Dadar & Nagar Haveli,81061,69643,150704,57746,52617,110363
UNKNOWN,Daman & diu,48357,47025,95382,32502,35522,68024
UNKNOWN,CHANDNI CHOWK,783545,629990,1413535,450917,329465,780382
UNKNOWN,NORTH EAST DELHI,931142,745916,1677058,508600,369793,878393
UNKNOWN,EAST DELHI,892934,711861,1604795,491396,365994,857390
UNKNOWN,NEW DELHI,767222,605924,1373146,437325,327534,764859
UNKNOWN,NORTH WEST DELHI,1002670,795511,1798181,494908,362614,857522
UNKNOWN,WEST DELHI,920206,767521,1687727,502003,382016,884019
UNKNOWN,SOUTH DELHI,891156,651256,1542412,434776,296480,731256
UNKNOWN,Lakshadweep,23502,22481,45983,19721,19777,39498
UNKNOWN,Puducherry,367073,395367,762440,293090,315383,608473
