State_Code,Constituency,Male_Electors,Female_Electors,Total_Electors,Male_Voters,Female_Voters,Total_Voters
S04,Begusarai No. :24,949825,828874,60,545214,532151,0
S04,Khagaria No. :25,800786,705750,51,445941,450160,0
S04,Bhagalpur No. :26,895185,790098,56,522417,451535,1
S04,Banka No. :27,824924,724490,42,461297,438021,0
S04,Munger No. :28,937897,782040,47,505931,408329,8
S04,Nalanda No. :29,1036575,915392,0,503039,418609,0
S04,Patna Sahib No. :30,1052278,893885,86,510480,369747,0
S04,Pataliputra No. :31,934086,801923,65,553018,423797,0
S04,Arrah No. :32,1016299,808210,6,517499,375555,0
S04,Buxar No. :33,877699,762929,43,494435,394512,0
S04,Sasaram (SC) No. :34,859397,748291,59,448672,397016,0
S04,Karakat No. :35,849474,730224,860,457406,332394,0
S04,Jahanabad No. :36,751585,671629,32,445501,365502,0
S04,Aurangabad No. :37,825574,710533,46,429944,355719,0
S04,Gaya (SC) No. :38,799210,702311,0,442912,364010,0
S04,Nawada No. :39,897821,797019,55,478247,406136,0
S04,Jamui (SC) No. :40,828406,722499,31,415589,360008,0
S05,North Goa No. :1,255870,259571,0,199489,205701,0
S05,South Goa No. :2,272438,272898,0,195128,214329,0
S06,Kachchh No. :1,806343,727439,0,519100,423463,0
S06,Banaskantha No. :2,796124,719587,0,511698,371518,0
S06,Patan No. :3,846195,782446,0,525799,423880,0
S06,Mahesana No. :4,777821,720375,23,541116,456612,7
S06,Sabarkantha No. :5,833521,782318,1,583583,502387,0
S06,Gandhinagar No. :6,900744,833210,18,617164,511490,2
S06,Ahmedabad East No. :7,852765,749057,10,557279,422980,6
S06,Ahmedabad West No. :8,800933,733462,5,531702,428771,2
S06,Surendranagar No. :9,877745,778910,2,539246,399328,1
S06,Rajkot No. :10,864760,790949,8,590854,461740,1
S06,Porbandar No. :11,807383,731833,7,468592,335821,2
S06,Jamnagar No. :12,771003,699937,12,484080,364974,1
S06,Junagadh No. :13,772017,713524,2,513928,423553,0
S06,Amreli No. :14,777662,708624,0,455668,349837,0
S06,Bhavnagar No. :15,834571,759936,24,516968,396013,11
S06,Anand No. :16,781118,715737,4,539236,427943,0
S06,Kheda No. :17,833232,766227,17,540239,411083,1
S06,Panchmahal No. :18,820230,756434,3,512435,414555,0
S06,Dahod No. :19,712183,699578,4,466791,428519,1
S06,Vadodara No. :20,849077,789218,26,621926,533715,15
S06,Chhota Udaipur No. :21,798160,738143,2,590131,504411,0
S06,Bharuch No. :22,734862,682658,28,562549,493760,10
S06,Bardoli No. :23,829648,784448,10,636398,567973,0
S06,Surat No. :24,803829,680212,27,538576,407928,3
S06,Navsari No. :25,972090,792480,52,644265,512736,13
S06,Valsad No. :26,775073,736988,0,580599,538185,0
S07,Ambala No. :1,909641,782783,0,667712,551882,0
S07,Kurukshetra No. :2,807700,690759,0,618481,517170,0
S07,Sirsa No. :3,886303,774254,0,692765,586098,0
S07,Hisar No. :4,825688,691918,0,637448,518049,0
S07,Karnal No. :5,913321,771000,0,666729,526629,0
S07,Sonipat No. :6,777824,639364,0,551189,434412,0
S07,Rohtak No. :7,850127,717381,0,578206,465772,0
S07,Bhiwani-Mahendragarh No. :8,792166,681746,0,559428,470289,0
S07,Gurgaon No. :9,984370,860536,0,727100,593187,0
S07,Faridabad No. :10,969407,770945,0,651241,479430,0
S08,Kangra No. :1,645888,612713,0,389575,408414,0
S08,Mandi No. :2,587833,562575,0,377093,347977,0
S08,Hamirpur No. :3,633572,614126,1,394620,438467,0
S08,Shimla No. :4,607137,546225,1,403062,333715,0
S09,Baramulla No. :1,624014,566724,28,256288,209691,0
S09,Srinagar No. :2,631520,575702,8,178779,133429,0
S09,Anantnag No. :3,685000,616104,39,211595,163643,0
S09,Ladakh No. :4,86256,80503,4,57162,60002,0
S09,Udhampur No. :5,787637,681434,1,556791,484338,1
S09,Jammu No. :6,977308,870834,13,665098,587601,0
S10,Chikkodi No. :1,746023,696120,63,564052,506614,2
S10,Belgaum No. :2,807485,773259,151,569642,508074,0
S10,Bagalkot No. :3,793354,775172,107,561494,517311,0
S10,Bijapur No. :4,847815,774643,177,521090,445637,7
S10,Gulbarga No. :5,878311,843454,225,522778,474347,0
S10,Raichur No. :6,835969,825327,310,501122,467391,0
S10,Bidar No. :7,839154,761738,70,508036,454615,1
S10,Koppal No. :8,770316,764694,95,526117,480597,2
S10,Bellary No. :9,750789,737003,153,541905,503534,9
S10,Haveri No. :10,807076,751596,77,594946,520512,0
S10,Dharwad No. :11,808768,769269,88,562867,477563,0
S10,Uttara Kannada No. :12,742865,707704,30,521220,479217,0
S10,Davanagere No. :13,772126,750480,106,581109,533385,0
S10,Shimoga No. :14,778782,783379,82,572307,556790,10
S10,Udupi Chikmagalur No. :15,679285,707947,62,510562,522488,1
S10,Hassan No. :16,789847,771551,88,585749,560755,4
S10,Dakshina Kannada No. :17,774454,790765,0,595446,611674,0
S10,Chitradurga No. :18,844869,816317,91,572567,524303,1
S10,Tumkur No. :19,764561,753839,118,565126,535597,12
S10,Mandya No. :20,839052,830121,89,604491,587306,8
S10,Mysore No. :21,867893,855100,141,596311,561022,13
S10,Chamarajanagar No. :22,789384,766336,61,585063,547426,8
S10,Bangalore Rural No. :23,1135853,1054284,261,758651,696340,12
S10,Bangalore North No. :24,1260356,1140751,365,720898,634569,18
S10,Bangalore central No. :25,1010478,920679,299,573657,500273,27
S10,Bangalore South No. :26,1050737,947667,320,596688,516207,19
S10,Chikkballapur No. :27,843790,814500,120,652727,608718,6
S10,Kolar No. :28,755450,737386,141,581924,544042,7
S11,Kasaragod No. :1,595047,648683,0,459280,514333,0
S11,Kannur No. :2,548454,621812,0,438891,506993,0
S11,Vadakara No. :3,561168,621336,0,436972,520810,0
S11,Wayanad No. :4,614822,634598,0,454055,460171,0
S11,Kozhikode No. :5,571709,610775,0,456299,484028,0
S11,Malappuram No. :6,598207,600237,0,415672,437264,0
S11,Ponnani No. :7,574106,606683,0,405012,466307,0
S11,Palakkad No. :8,587366,621360,0,444249,465167,0
S11,Alathur No. :9,591950,624401,0,452923,474384,0
S11,Thrissur No. :10,606518,668770,0,433933,485624,0
S11,Chalakudy No. :11,565083,585414,0,437197,446915,0
S11,Ernakulam No. :12,565836,590656,0,428604,421361,0
S11,Idukki No. :13,578849,579886,0,424879,394103,0
S11,Kottayam No. :14,573572,587893,0,426604,404356,0
S11,Alappuzha No. :15,611877,659447,0,477034,517975,0
S11,Mavelikkara No. :16,592702,659966,0,416193,470987,0
S11,Pathanamthitta No. :17,631495,692411,0,425887,444099,0
S11,Kollam No. :18,575296,644119,0,406898,469024,0
S11,Attingal No. :19,575780,675618,0,394491,462016,0
S11,Thiruvananthapuram No. :20,614438,658310,0,433243,437404,0
S12,MORENA No. :1,938787,763635,35,538721,315516,1
S12,BHIND No. :2,892173,707938,26,469662,259501,0
S12,GWALIOR No. :3,1023937,852908,120,594606,395609,15
S12,GUNA No. :4,857327,748265,21,580802,394613,0
S12,SAGAR No. :5,815511,704754,57,536897,354866,9
S12,TIKAMGARH No. :6,820670,708167,26,466852,299542,4
S12,DAMOH No. :7,882818,768760,36,558821,354514,1
S12,KHAJURAHO No. :8,907340,795472,21,517233,357041,9
S12,SATNA No. :9,772234,686123,24,499873,413407,0
S12,REWA No. :10,821800,722919,0,457628,372259,0
S12,SIDHI No. :11,915799,820208,41,547499,441120,0
S12,SHAHDOL No. :12,806746,754219,51,527809,440179,0
S12,JABALPUR No. :13,898045,813502,74,558905,443227,0
S12,MANDLA No. :14,926166,898514,22,641219,575693,2
S12,BALAGHAT No. :15,822670,807049,22,570388,540968,0
S12,CHHINDWARA No. :16,722052,679956,30,584697,522618,0
S12,HOSHANGABAD No. :17,835566,732614,26,593375,436990,0
S12,VIDISHA No. :18,872100,761915,24,619102,453345,0
S12,BHOPAL No. :19,1039153,918021,67,639634,490428,7
S12,RAJGARH No. :20,827021,751717,19,597753,412196,3
S12,DEWAS No. :21,843528,773563,20,653540,489442,0
S12,UJJAIN No. :22,790889,734560,32,571019,444831,7
S12,MANDSOUR No. :23,838141,788383,32,639978,520386,10
S12,RATLAM No. :24,860924,841625,27,569214,511452,0
S12,DHAR No. :25,858093,810302,46,586698,489232,0
S12,INDORE No. :26,1106595,1008635,73,736204,579670,22
S12,KHARGONE No. :27,866905,836341,26,613926,537792,4
S12,KHANDWA No. :28,912764,846610,43,677300,578287,9
S12,BETUL No. :29,836846,770954,31,573928,473282,21
S13,Nandurbar No. :1,852313,820622,8,583431,530953,0
S13,Dhule No. :2,879332,796027,8,540775,438455,0
S13,Jalgaon No. :3,909058,798886,25,550503,439312,6
S13,Raver No. :4,842701,750674,14,555229,455617,0
S13,Buldhana No. :5,844789,750643,3,535827,442565,0
S13,Akola No. :6,882014,790609,20,543956,433633,0
S13,Amravati No. :7,848217,764503,19,554649,446414,0
S13,Wardha No. :8,817514,747024,14,553504,458674,0
S13,Ramtek No. :9,887228,790024,14,576271,473007,0
S13,Nagpur No. :10,980485,920265,34,578754,504850,0
S13,Bhandara - gondiya No. :11,841257,814592,3,615597,580693,1
S13,Gadchiroli-Chimur No. :12,752751,715686,0,537674,489980,0
S13,Chandrapur No. :13,921095,832595,0,602269,506480,0
S13,Yavatmal-Washim No. :14,921276,834010,6,564176,467163,0
S13,Hingoli No. :15,839540,746644,10,575663,473420,2
S13,Nanded No. :16,878520,808528,9,548032,462233,0
S13,Parbhani No. :17,945901,857880,11,637677,523946,1
S13,Jalna No. :18,866612,745444,0,595979,469547,0
S13,Aurangabad No. :19,846011,743384,0,554458,428022,0
S13,Dindori No. :20,808116,722062,30,546617,422882,0
S13,Nashik No. :21,850699,743058,17,523318,412087,0
S13,Palghar No. :22,830398,747673,78,531904,460337,39
S13,Bhiwandi No. :23,945521,751031,32,502705,372339,0
S13,Kalyan No. :24,1044943,876995,96,472077,352517,58
S13,Thane No. :25,1141737,931467,47,590956,462684,18
S13,Mumbai North No. :26,972753,811110,7,527247,418394,1
S13,Mumbai North West No. :27,986704,788712,0,504202,393043,0
S13,Mumbai North East No. :28,923016,745254,87,485677,375903,58
S13,Mumbai North central No. :29,967468,769592,24,472010,372857,0
S13,Mumbai South central No. :30,793802,654025,59,424310,343790,30
S13,Mumbai South No. :31,828962,656867,15,436292,342366,8
S13,Raigad No. :32,752491,780290,0,485550,502232,0
S13,Maval No. :33,1035961,917770,10,646904,527044,1
S13,Pune No. :34,949561,886266,8,533792,459588,2
S13,Baramati No. :35,960395,853153,5,602117,463496,0
S13,Shirur No. :36,973132,850960,20,613290,475412,0
S13,Ahmadnagar No. :37,902928,802016,61,594749,465801,1
S13,Shirdi No. :38,768181,694085,1,519824,412130,0
S13,Beed No. :39,963569,829083,0,680369,551091,0
S13,Osmanabad No. :40,934227,824943,16,611537,505020,15
S13,Latur No. :41,902170,784780,7,576599,477934,0
S13,Solapur No. :42,893734,808990,15,526695,423356,0
S13,Madha No. :43,912715,814603,4,594868,483305,0
S13,Sangli No. :44,861582,787493,32,556695,486169,5
S13,Satara No. :45,883947,836051,0,519148,456561,0
S13,Ratnagiri - sindhudurg No. :46,665658,701697,7,444269,451748,0
S13,Kolhapur No. :47,909286,849002,5,663565,595421,0
S13,Hatkanangle No. :48,850721,779846,37,630470,556249,8
S14,Inner manipur No. :1,417103,438257,0,307043,334205,0
S14,Outer manipur No. :2,454314,464695,0,379493,393746,0
S15,Shillong No. :1,480409,500331,0,292971,326895,0
S15,Tura No. :2,297230,289271,0,232357,225763,0
S16,MIZORAM No. :1,346219,355951,0,212673,213477,0
S17,Nagaland No. :1,600518,582454,0,528703,510521,0
S18,Bargarh No. :1,751140,679485,92,595871,526985,8
S18,Sundargarh No. :2,718689,691817,26,515013,493933,0
S18,Sambalpur No. :3,669036,627982,80,504240,476826,2
S18,Keonjhar No. :4,691369,655285,29,550293,532437,0
S18,Mayurbhanj No. :5,670100,657438,17,522251,528655,0
S18,Balasore No. :6,709342,656857,19,531346,516773,0
S18,Bhadrak No. :7,774566,694893,39,537329,541995,0
S18,Jajpur No. :8,696385,607337,11,522476,456676,0
S18,Dhenkanal No. :9,722329,641088,54,551212,488983,5
S18,Bolangir No. :10,814968,747976,81,605683,563394,40
S18,Kalahandi No. :11,750694,723392,49,576088,539704,11
S18,Nabarangpur No. :12,645875,651286,49,512473,509104,0
S18,Kandhamal No. :13,582340,561228,34,422515,416406,0
S18,Cuttack No. :14,731912,639680,25,522746,455864,0
S18,Kendrapara No. :15,828491,726929,24,577477,558439,0
S18,Jagatsinghpur No. :16,797923,701680,70,587440,544083,3
S18,Puri No. :17,742939,661592,50,568551,469388,0
S18,Bhubaneswar No. :18,835850,691665,253,485138,406314,8
S18,Aska No. :19,750999,657756,25,449644,446046,0
S18,Berhampur No. :20,680089,654171,8,450468,454066,0
S18,Koraput No. :21,629268,671019,150,485037,504205,1
S19,Gurdaspur No. :1,784477,715839,21,532763,509586,0
S19,Amritsar No. :2,779164,698076,22,537622,469488,0
S19,Khadoor Sahib No. :3,817134,746233,42,534962,505352,0
S19,Jalandhar No. :4,808530,742954,13,532265,508444,0
S19,Hoshiarpur No. :5,762065,723207,14,473084,487516,0
S19,Anandpur Sahib No. :6,817186,747512,23,554688,532346,0
S19,Ludhiana No. :7,835632,725551,18,601709,499984,0
S19,Fatehgarh Sahib No. :8,740390,656554,13,551095,479741,0
S19,Faridkot No. :9,768206,686848,21,547017,484634,0
S19,Firozpur No. :10,808857,713236,18,590404,514569,0
S19,Bathinda No. :11,813119,712156,14,626895,549533,0
S19,Sangrur No. :12,758197,666535,11,583555,516181,0
S19,Patiala No. :13,834231,746037,5,593609,527264,0
S20,Ganganagar No. :1,909749,808665,0,678212,573241,0
S20,Bikaner No. :2,847726,744629,0,526374,402281,0
S20,Churu No. :3,928059,825765,1,598297,529280,1
S20,Jhunjhunu No. :4,894068,803402,0,521812,479727,0
S20,Sikar No. :5,943691,826191,0,552960,507618,0
S20,Jaipur Rural No. :6,906858,793449,0,556476,452621,0
S20,Jaipur No. :7,1047469,910349,2,714851,578288,0
S20,Alwar No. :8,870044,756398,0,585823,473846,0
S20,BHARATPUR No. :9,910990,779714,1,547046,413081,0
S20,KARAULI-DHOLPUR No. :10,845548,703920,0,491202,353973,0
S20,Dausa No. :11,814648,709447,5,518917,409839,0
S20,TONK-SAWAI MADHOPUR No. :12,910730,800045,0,583732,459375,0
S20,Ajmer No. :13,869322,813938,1,613187,540384,0
S20,Nagaur No. :14,886728,791932,0,531452,469913,0
S20,Pali No. :15,998413,903678,3,578674,512314,0
S20,Jodhpur No. :16,910621,817170,0,596225,475258,0
S20,Barmer No. :17,896867,783282,3,653991,562013,0
S20,Jalore No. :18,964046,860922,0,581247,506374,0
S20,Udaipur No. :19,930007,887933,0,599307,589859,0
S20,Banswara No. :20,866441,831800,3,578240,590772,0
S20,Chittorgarh No. :21,929217,890287,2,630617,539259,0
S20,Rajsamand No. :22,880398,820791,5,506425,471078,0
S20,Bhilwara No. :23,904045,850856,0,580533,521628,0
S20,Kota No. :24,913387,831152,0,632156,518136,0
S20,JHALAWAR-BARAN No. :25,868979,800865,0,635617,510625,0
S21,Sikkim No. :1,191017,179753,0,153370,146197,0
S22,Thiruvallur No. :1,852794,849777,262,644387,609702,23
S22,Chennai North No. :2,707700,714428,264,463981,445554,4
S22,Chennai South No. :3,901211,894252,313,556403,527433,11
S22,Chennai central No. :4,665282,662504,252,421903,392161,15
S22,Sriperumbudur No. :5,982862,963377,264,665892,620230,5
S22,Kancheepuram No. :6,736993,742956,174,572957,554099,0
S22,Arakkonam No. :7,693100,708671,42,543169,543863,10
S22,Vellore No. :8,652066,660173,20,483341,490341,5
S22,Krishnagiri No. :9,705468,674363,126,546295,522804,18
S22,Dharmapuri No. :10,696496,661700,77,567657,533724,35
S22,Tiruvannamalai No. :11,675321,677622,23,527265,536809,2
S22,Arani No. :12,683921,685715,32,546222,546279,1
S22,Viluppuram No. :13,694932,691942,133,535359,528788,11
S22,Kallakurichi No. :14,707219,705147,133,541221,562429,12
S22,Salem No. :15,759981,738253,116,593293,555869,12
S22,Namakkal No. :16,661113,668368,71,532212,526436,28
S22,Erode No. :17,656661,664670,68,510564,495852,13
S22,Tiruppur No. :18,697730,677801,58,543168,505372,4
S22,Nilgiris No. :19,629707,639433,33,472256,458764,4
S22,Coimbatore No. :20,869033,851127,61,608444,565861,7
S22,Pollachi No. :21,686943,694524,38,513435,496880,6
S22,Dindigul No. :22,696160,704264,107,538102,544003,24
S22,Karur No. :23,641693,656598,31,510504,533334,19
S22,Tiruchirappalli No. :24,689228,697829,83,490711,494904,40
S22,Perambalur No. :25,634391,651159,26,498647,528957,18
S22,Cuddalore No. :26,625652,622218,38,485201,497002,5
S22,Chidambaram No. :27,686862,679307,21,530346,556097,1
S22,Mayiladuthurai No. :28,679940,670377,1,503104,520845,1
S22,Nagapattinam No. :29,606339,604280,7,452899,486855,2
S22,Thanjavur No. :30,662571,677465,14,480904,528697,3
S22,Sivaganga No. :31,704489,707884,0,474734,551559,0
S22,Madurai No. :32,717175,724206,53,483389,490525,26
S22,Theni No. :33,720709,720492,101,528940,546154,13
S22,Virudhunagar No. :34,669589,680818,88,496203,512880,36
S22,Ramanathapuram No. :35,731526,724382,80,465142,534167,14
S22,Thoothukkudi No. :36,651207,659197,2,448396,466414,1
S22,Tenkasi No. :37,688958,693084,39,489624,525986,3
S22,Tirunelveli No. :38,705592,714823,20,468701,492310,2
S22,Kanniyakumari No. :39,743378,724348,70,488828,501284,2
S23,Tripura West No. :1,635974,612572,0,543278,523020,0
S23,Tripura East No. :2,581604,558672,0,486129,459313,0
S24,Saharanpur No. :1,873318,735452,63,652595,540479,12
S24,Kairana No. :2,840629,691073,65,617921,500278,0
S24,Muzaffarnagar No. :3,875179,713220,76,618042,484660,11
S24,Bijnor No. :4,848418,713587,76,575976,482184,10
S24,Nagina No. :5,795562,697765,92,484049,458292,8
S24,Moradabad No. :6,961935,810050,0,626722,499370,0
S24,Rampur No. :7,872075,744534,363,528149,430146,8
S24,Sambhal No. :8,931603,761516,110,599491,456319,7
S24,Amroha No. :9,829444,714712,89,589753,505978,0
S24,Meerut No. :10,971956,792318,114,631761,479781,0
S24,Baghpat No. :11,850681,654413,81,582431,421180,0
S24,Ghaziabad No. :12,1333055,1024455,43,781962,559856,0
S24,Gautam Buddha Nagar No. :13,1105732,880377,0,707052,491342,0
S24,Bulandshahr No. :14,930827,805499,110,549613,459467,15
S24,Aligarh No. :15,965995,827010,121,596880,467715,2
S24,Hathras No. :16,969908,788925,94,596865,452373,2
S24,Mathura No. :17,931944,750142,174,619776,457879,1
S24,Agra No. :18,1003777,810896,66,621497,448004,2
S24,Fatehpur Sikri No. :19,877271,703267,44,565514,401637,1
S24,Firozabad No. :20,902532,734206,0,643026,461542,0
S24,Mainpuri No. :21,900568,752461,29,579581,418952,5
S24,Etah No. :22,856985,720450,22,520186,405831,0
S24,Badaun No. :23,978040,791044,61,595106,431771,7
S24,Aonla No. :24,917053,736487,37,572213,422483,4
S24,Bareilly No. :25,911264,752773,44,574826,441899,3
S24,Pilibhit No. :26,903414,767687,53,586095,464229,18
S24,Shahjahanpur No. :27,1100020,879139,135,663380,464707,0
S24,Kheri No. :28,904863,774542,61,606219,471614,15
S24,Dhaurahra No. :29,846798,711151,92,605084,454769,14
S24,Sitapur No. :30,838148,712053,62,581709,444625,0
S24,Hardoi No. :31,939831,774501,56,565516,407349,0
S24,Misrikh No. :32,948316,777207,66,574416,423674,0
S24,Unnao No. :33,1194394,969919,79,673666,526266,4
S24,Mohanlalganj No. :34,995313,842841,40,637851,476997,0
S24,Lucknow No. :35,1052171,897693,92,580513,450547,0
S24,Rae Bareli No. :36,857875,737017,62,437762,387368,0
S24,Amethi No. :37,890648,779148,47,461524,413341,0
S24,Sultanpur No. :38,910134,793521,43,499563,465648,0
S24,Pratapgarh No. :39,923411,792852,131,454891,437808,33
S24,Farrukhabad No. :40,891793,721921,67,560618,409931,0
S24,Etawah No. :41,938271,768913,53,529547,408334,0
S24,Kannauj No. :42,1000035,808799,52,629125,484744,0
S24,Kanpur No. :43,889344,721802,102,485562,349156,0
S24,Akbarpur No. :44,977669,790872,94,559566,411414,0
S24,Jalaun No. :45,1037570,849595,24,632802,476033,11
S24,Jhansi No. :46,1034112,897888,52,734228,586213,0
S24,Hamirpur No. :47,949328,788636,29,550111,427480,2
S24,Banda No. :48,884779,717011,65,473933,384301,0
S24,Fatehpur No. :49,985898,818821,34,574629,481306,5
S24,Kaushambi No. :50,954848,783372,289,491070,418758,0
S24,Phulpur No. :51,1063897,849194,184,541264,418152,4
S24,Allahabad No. :52,917403,749001,165,506755,384075,3
S24,Barabanki No. :53,925944,795265,69,611146,457015,0
S24,Faizabad No. :54,936036,802604,61,558076,464473,9
S24,Ambedkar Nagar No. :55,923552,795143,79,541195,493159,1
S24,Bahraich No. :56,882643,755897,100,522529,411550,2
S24,Kaiserganj No. :57,928269,783633,65,527027,415386,0
S24,Shrawasti No. :58,976415,811613,52,559351,420598,2
S24,Gonda No. :59,935167,775608,50,487483,384938,1
S24,Domariyaganj No. :60,961957,799313,145,490089,444938,0
S24,Basti No. :61,962508,824831,137,549704,498809,8
S24,Sant Kabir Nagar No. :62,1045424,858808,83,521201,490916,0
S24,Maharajganj No. :63,946234,796767,130,549757,510481,0
S24,Gorakhpur No. :64,1055209,848621,158,582909,457008,17
S24,Kushi Nagar No. :65,930637,750240,115,505771,444293,0
S24,Deoria No. :66,997314,809319,293,508083,462357,3
S24,Bansgaon No. :67,980235,779762,93,459714,417437,1
S24,Lalganj No. :68,906738,754613,119,456872,441988,0
S24,Azamgarh No. :69,941447,761573,101,504375,455380,0
S24,Ghosi No. :70,1040033,850934,145,547380,492131,0
S24,Salempur No. :71,904632,756980,125,450187,404269,1
S24,Ballia No. :72,973384,794830,57,517773,423406,3
S24,Jaunpur No. :73,1002938,845831,73,527140,479177,0
S24,Machhlishahr No. :74,1026789,865121,59,512798,483995,0
S24,Ghazipur No. :75,983352,818105,62,528986,457272,1
S24,Chandauli No. :76,887892,705123,118,545894,433978,1
S24,Varanasi No. :77,985395,781000,92,593071,436735,10
S24,Bhadohi No. :78,1016000,818442,156,527390,454368,2
S24,Mirzapur No. :79,938504,782028,129,557612,449962,7
S24,Robertsganj No. :80,901147,737885,42,498085,387542,1
S25,Cooch behar No. :1,848641,764757,5,687125,642008,0
S25,Alipurduars No. :2,755765,715138,8,619392,603041,0
S25,Jalpaiguri No. :3,795704,735760,5,675989,625242,0
S25,Darjeeling No. :4,737062,700062,30,587016,553877,14
S25,Raiganj No. :5,724014,663479,33,563566,543020,0
S25,Balurghat No. :6,653841,600646,10,548053,513027,0
S25,Maldaha Uttar No. :7,740749,684660,19,578561,582591,0
S25,Maldaha Dakshin No. :8,692386,654741,16,545088,544292,0
